OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO,ARC,ID_COUNTY,ID_TRACT_00,ID_TRACT_10,ID_TRACT_20,ID_BLKGRP_00,ID_BLKGRP_10,ID_BLKGRP_20
1959,362012,FARWELL LANDFILL,FARWELL ROAD,ISCHUA,NY,14743,NOT AVAILABLE,(716) 557-8324,TRANSFER,OPEN,CATTARAUGUS,36009,USA,42.2194794660046,-78.3818603250939,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CATTARAUGUS COUNTY DPW,NOT AVAILABLE,05R09,in ARC,36009,36009960900,36009962200,36009962200,360099609001,360099622001,360099622003
1960,362018,FORESTPORT TS WHITE LAKE ROAD,1190 BEAR CREEK RD.,FORESTPORT,NY,13338,NOT AVAILABLE,(315) 392-2801,TRANSFER,OPEN,ONEIDA,36065,USA,43.4429084729477,-75.1996801855921,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF FORESTPORT,NOT AVAILABLE,NOT AVAILABLE,not ARC,36065,NA,NA,NA,NA,NA,NA
1961,362020,FORESTPORT TS WOODHULL ROAD,12012 WOODHULL ROAD,FORESTPORT,NY,13338,NOT AVAILABLE,(315) 392-2801,TRANSFER,CLOSED,ONEIDA,36065,USA,43.434294823947,-75.1977766175968,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF FORESTPORT,NOT AVAILABLE,NOT AVAILABLE,not ARC,36065,NA,NA,NA,NA,NA,NA
1962,362016,FLORAL PARK TRANSFER STATION,ONE FLORAL BLVD,FLORAL PARK,NY,11001,NOT AVAILABLE,(516) 326-6300,TRANSFER,OPEN,"NASSAU",36059,USA,40.7203318842091,-73.7196490023995,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,VILLAGE OF FLORAL PARK,NOT AVAILABLE,30M47R,not ARC,36059,NA,NA,NA,NA,NA,NA
1963,362024,FREWSBURG TRANSFER STATION,29 RAILROAD AVENUE,FREWSBURG,NY,14738,NOT AVAILABLE,(716) 656-5074,TRANSFER,OPEN,CHAUTAUQUA,36013,USA,42.0545691924144,-79.1681881039977,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,2/9/2024,CASELLA WASTE MANAGEMENT OF NY; INC.,NOT AVAILABLE,9-0624-00057/00001,in ARC,36013,36013037500,36013037500,36013037500,360130375002,360130375002,360130375002
1964,362017,FLOYD TRANSFER STATION,7430 FLOYD CAMRODEN ROAD,FLOYD (T),NY,13440,NOT AVAILABLE,(315) 865-6364,TRANSFER,OPEN,ONEIDA,36065,USA,43.2215106880678,-75.3352503652121,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF FLOYD,NOT AVAILABLE,NOT AVAILABLE,not ARC,36065,NA,NA,NA,NA,NA,NA
1965,362021,FORT ANN TRANSFER STATION LLC,10913 ROUTE 149,FORT ANN,NY,12827,NOT AVAILABLE,(518) 879-3444,TRANSFER,OPEN,WASHINGTON,36115,USA,43.4090442081238,-73.5317997042929,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,5/22/2018,FORT ANN TRANSFER LLC,NOT AVAILABLE,5-5328-00133/00001,not ARC,36115,NA,NA,NA,NA,NA,NA
1966,362019,FORESTPORT TS WOODGATE,OLD SCHOOL IN WOODGATE,FORESTPORT,NY,13338,NOT AVAILABLE,(315) 392-2801,TRANSFER,CLOSED,ONEIDA,36065,USA,43.5186333452527,-75.1365044423261,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,UNVERIFIED,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF FORESTPORT,NOT AVAILABLE,NOT AVAILABLE,not ARC,36065,NA,NA,NA,NA,NA,NA
1967,362028,GEDDES TRANSFER STATION,654 SOUTH TERRY ROAD,SYRACUSE,NY,13209,NOT AVAILABLE,(315) 488-7705,TRANSFER,OPEN,ONONDAGA,36067,USA,43.0333621594361,-76.2193848719143,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF GEDDES,NOT AVAILABLE,NOT AVAILABLE,not ARC,36067,NA,NA,NA,NA,NA,NA
1968,362029,GENESEE ARC RECYCLING CENTER,3785 WEST MAIN STREET RD,BATAVIA,NY,14020,NOT AVAILABLE,(585) 343-4203,TRANSFER,OPEN,GENESEE,36037,USA,43.0084470932588,-78.2307130000049,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,GENESEE COUNTY ARC,NOT AVAILABLE,19R15/19M04,not ARC,36037,NA,NA,NA,NA,NA,NA
1969,362023,FREEPORT TRANSFER STATION,175 ALBANY AVENUE,FREEPORT,NY,11520,NOT AVAILABLE,(516) 377-2289,TRANSFER,OPEN,"NASSAU",36059,USA,40.6439575835757,-73.5518401482042,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,UNVERIFIED,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,INCORPORATED VILLAGE OF FREEPORT,NOT AVAILABLE,30R01R,not ARC,36059,NA,NA,NA,NA,NA,NA
1970,362031,GENEVA (T) RURAL TRANSFER,32 WHITE SPRINGS ROAD,GENEVA,NY,14456,NOT AVAILABLE,(315) 789-6727,TRANSFER,OPEN,ONTARIO,36069,USA,42.8561221644064,-77.0009630262226,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF GENEVA,NOT AVAILABLE,35R16,not ARC,36069,NA,NA,NA,NA,NA,NA
1971,362030,GENESEO TRANSFER STATION (T),4952 WARNER ROAD,GENESEO,NY,14454,NOT AVAILABLE,(585) 243-1544,TRANSFER,OPEN,LIVINGSTON,36051,USA,42.7774181502275,-77.7679015836911,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF GENESEO,NOT AVAILABLE,26R15,not ARC,36051,NA,NA,NA,NA,NA,NA
1972,362027,GARDINER TS (T),STEVES LANE,GARDINER,NY,12525,NOT AVAILABLE,(914) 255-9675,TRANSFER,OPEN,ULSTER,36111,USA,41.6951370324481,-74.1552873140583,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF GARDINER,NOT AVAILABLE,56R03,not ARC,36111,NA,NA,NA,NA,NA,NA
1973,362026,GALLATIN CONVENIENCE STATION,STATE ROUTE 82,GALLATIN,NY,12502,NOT AVAILABLE,(518) 329-4846,TRANSFER,OPEN,COLUMBIA,36021,USA,42.0550251298059,-73.6558573413432,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COLUMBIA COUNTY,NOT AVAILABLE,11R34,not ARC,36021,NA,NA,NA,NA,NA,NA
1974,362032,GERMANTOWN CONVENIENCE STATION,PALATINE ROAD,GERMANTOWN,NY,12526,NOT AVAILABLE,(518) 537-5641,TRANSFER,OPEN,COLUMBIA,36021,USA,42.1366500151861,-73.8860799306443,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COLUMBIA COUNTY,NOT AVAILABLE,11R36,not ARC,36021,NA,NA,NA,NA,NA,NA
1975,362022,FORT DRUM TRANSFER STATION,STATE ROUTE 11 - MAIN GATE BUILDING P - 11001,FORT DRUM,NY,13602,NOT AVAILABLE,(315) 772-4156,TRANSFER,CLOSED,JEFFERSON,36045,USA,44.0536079075789,-75.8264553039691,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,PUBLIC WORKS US ARMY GARRISON,NOT AVAILABLE,23R23,not ARC,36045,NA,NA,NA,NA,NA,NA
1976,362033,GLOVERSVILLE DROP OFF,58 BEAVER STREET,GLOVERSVILLE,NY,12078,NOT AVAILABLE,(518) 773-4557,TRANSFER,OPEN,FULTON,36035,USA,43.0432236654399,-74.3499170273489,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,GLOVERSVILLE DPW,NOT AVAILABLE,18R08,not ARC,36035,NA,NA,NA,NA,NA,NA
1977,362034,GORHAM (T) RURAL TRANSFER,3478 LAKE TO LAKE ROAD,GORHAM,NY,14461,NOT AVAILABLE,(585) 526-5777,TRANSFER,OPEN,ONTARIO,36069,USA,42.8126440992459,-77.1836812927574,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF GORHAM,NOT AVAILABLE,35R05,not ARC,36069,NA,NA,NA,NA,NA,NA
1978,362035,GRAFTON TOWN TRANSFER STATION,2379 STATE ROUTE 2,GRAFTON,NY,12052,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,RENSSELAER,36083,USA,42.7688395046395,-73.4465625471238,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF GRAFTON,NOT AVAILABLE,42R26,not ARC,36083,NA,NA,NA,NA,NA,NA
1979,362038,GREAT GARDENS LLC,445 HORSEBLOCK ROAD,YAPHANK,NY,11980,NOT AVAILABLE,(631) 128-7312,TRANSFER,OPEN,SUFFOLK,36103,USA,40.8015471472831,-72.9186301008984,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,10/23/2021,GREAT GARDENS LLC,NOT AVAILABLE,1-4722-03647/00001,not ARC,36103,NA,NA,NA,NA,NA,NA
1980,362036,GRANVILLE TRANSFER STATION,8536 ROUTE 22,GRANVILLE,NY,12832,NOT AVAILABLE,(518) 864-3026,TRANSFER,OPEN,WASHINGTON,36115,USA,43.3884635603451,-73.2579124935667,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WASHINGTON COUNTY DPW,NOT AVAILABLE,58R02,not ARC,36115,NA,NA,NA,NA,NA,NA
1981,362037,GRAYMONT TRANSFER STATION,STATE ROUTE 3,ST. ARMAND,NY,12913,NOT AVAILABLE,(518) 561-5321,TRANSFER,CLOSED,ESSEX,36031,USA,44.3755470211781,-74.0914627504056,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF ST. ARMAND,NOT AVAILABLE,16R45,not ARC,36031,NA,NA,NA,NA,NA,NA
1982,362040,GREECE (T) TRANSFER STATION,635 FLYNN ROAD,ROCHESTER,NY,14612,NOT AVAILABLE,(585) 723-2376,TRANSFER,OPEN,MONROE,36055,USA,43.2826471916147,-77.7164443763069,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,5/20/2022,TOWN OF GREECE,NOT AVAILABLE,8-2628-00224/00009,not ARC,36055,NA,NA,NA,NA,NA,NA
1983,362039,GREAT NECK TRANSFER STATION,137 STEAMBOAT RD,GREAT NECK,NY,11024,NOT AVAILABLE,(516) 482-2000,TRANSFER,OPEN,"NASSAU",36059,USA,40.8089317180244,-73.7499653554168,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,VILLAGE OF GREAT NECK,NOT AVAILABLE,30T14R,not ARC,36059,NA,NA,NA,NA,NA,NA
1984,362041,GREEN ASPHALT CO; LLC,37-98 RAILROAD AVE,LONG ISLAND CITY,NY,11101,NOT AVAILABLE,(718) 729-0990,TRANSFER,OPEN,QUEENS,36081,USA,40.7317948588457,-73.938655587985,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,MICHAEL A. CAPASSO,NOT AVAILABLE,NOT AVAILABLE,not ARC,36081,NA,NA,NA,NA,NA,NA
1985,362042,GREENPORT T.S.,51 NEWMAN ROAD,GREENPORT,NY,12534,NOT AVAILABLE,(518) 828-1442,TRANSFER,OPEN,COLUMBIA,36021,USA,42.2402181462505,-73.767434510794,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COLUMBIA COUNTY,NOT AVAILABLE,4-1040-00007/00001,not ARC,36021,NA,NA,NA,NA,NA,NA
1986,362043,GREENVILLE TRANSFER STATION,51 CR 26A,GREENVILLE,NY,12083,NOT AVAILABLE,(518) 966-5055,TRANSFER,OPEN,GREENE,36039,USA,42.4133338818532,-74.0145784208574,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF GREENVILLE,NOT AVAILABLE,20T02,not ARC,36039,NA,NA,NA,NA,NA,NA
1987,362045,GUILDERLAND TRANSFER STATION (T),6363 FRENCH'S MILL RD,GUILDERLAND,NY,12085,NOT AVAILABLE,(518) 861-6776,TRANSFER,OPEN,ALBANY,36001,USA,42.7064084989531,-73.9617255600865,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF GUILDERLAND,NOT AVAILABLE,01R30R,not ARC,36001,NA,NA,NA,NA,NA,NA
1988,362044,GREENWICH RECYCLING/TRANSFER STATION,FIDDLERS ELBOW ROAD,GREENWICH,NY,12834,NOT AVAILABLE,(518) 869-7505,TRANSFER,OPEN,WASHINGTON,36115,USA,43.1200752452764,-73.524194212393,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,WASHINGTON COUNTY DPW,NOT AVAILABLE,58R03,not ARC,36115,NA,NA,NA,NA,NA,NA
1989,362046,HADLEY TRANSFER STATION/RECYCLING CENTER,4059 NORTH SHORE ROAD,HADLEY,NY,12835,NOT AVAILABLE,(518) 696-3414,TRANSFER,OPEN,SARATOGA,36091,USA,43.3174224570808,-73.8541646603707,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF HADLEY,NOT AVAILABLE,46R10,not ARC,36091,NA,NA,NA,NA,NA,NA
1990,362047,HAGUE TRANSFER STATION,21 VALLEY VIEW ROAD,HAGUE,NY,12836,NOT AVAILABLE,(518) 543-6673,TRANSFER,OPEN,WARREN,36113,USA,43.7611084051288,-73.5519433606975,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF HAGUE,NOT AVAILABLE,57R05,not ARC,36113,NA,NA,NA,NA,NA,NA
1991,362048,HALFMOON TRANSFER STATION,322 ROUTE 146,HALFMOON,NY,12065,NOT AVAILABLE,(518) 664-3127,TRANSFER,OPEN,SARATOGA,36091,USA,42.866006066227,-73.7309122852737,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF HALFMOON,NOT AVAILABLE,46R04,not ARC,36091,NA,NA,NA,NA,NA,NA
1992,362051,HAMILTON TRANSFER STATION,7638 CRANSTON ROAD,HAMILTON,NY,13346,NOT AVAILABLE,(315) 691-5700,TRANSFER,OPEN,MADISON,36053,USA,42.7854401253616,-75.4917741801343,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,MADISON COUNTY DSWS,NOT AVAILABLE,27R90,not ARC,36053,NA,NA,NA,NA,NA,NA
1993,362052,HAMLIN TRANSFER STATION (T),4180 BRICK SCHOOLHOUSE ROAD,HAMLIN,NY,14464,NOT AVAILABLE,(585) 964-2640,TRANSFER,OPEN,MONROE,36055,USA,43.3141962633469,-77.9442524046248,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF HAMLIN,NOT AVAILABLE,NOT AVAILABLE,not ARC,36055,NA,NA,NA,NA,NA,NA
1994,362049,HAMILTON COUNTY TRANSFER STATION - INDIAN LAKE,165 CHAIN LAKES ROAD,INDIAN LAKE,NY,12842,NOT AVAILABLE,(518) 648-0223,TRANSFER,OPEN,HAMILTON,36041,USA,43.7890332350958,-74.2391934835924,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,HAMILTON COUNTY HIGHWAY DEPT,NOT AVAILABLE,21R05,not ARC,36041,NA,NA,NA,NA,NA,NA
1995,362050,HAMILTON COUNTY TRANSFER STATION - LAKE PLEASANT,2297 NYS ROUTE 8,LAKE PLEASANT,NY,12108,NOT AVAILABLE,(518) 548-3867,TRANSFER,OPEN,HAMILTON,36041,USA,43.4530501726274,-74.4570481914209,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,HAMILTON COUNTY,NOT AVAILABLE,21R06,not ARC,36041,NA,NA,NA,NA,NA,NA
1996,362053,HAMPTON BAYS TRANSFER STATION (LANDFILL SITE),30 JACKSON AVENUE,HAMPTON BAYS,NY,11946,NOT AVAILABLE,(631) 728-5078,TRANSFER,OPEN,SUFFOLK,36103,USA,40.8904039866547,-72.5394044490561,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF SOUTHAMPTON,NOT AVAILABLE,52R06R,not ARC,36103,NA,NA,NA,NA,NA,NA
1997,362054,HANCOCK QUARRY,1565 GREEN FLATS ROAD,HANCOCK,NY,13783,NOT AVAILABLE,(607) 637-4271,C&D,NOT AVAILABLE,DELAWARE,36025,USA,41.9549151896843,-75.242822255043,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Solid-Waste-Management-Facilities/2fni-raj8/data,1645488000000,IMAGERY,1650412800000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COBLESKILL STONE PRODUCTS; INC.,NOT AVAILABLE,NOT AVAILABLE,in ARC,36025,36025991400,36025971400,36025971400,360259914001,360259714001,360259714001
1998,362055,HANNIBAL TS/RHRF,1167 COUNTY ROUTE 7,HANNIBAL,NY,13074,NOT AVAILABLE,(315) 591-9200,TRANSFER,OPEN,OSWEGO,36075,USA,43.3402392853148,-76.5442034168541,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,OSWEGO COUNTY DPW,NOT AVAILABLE,38R93,not ARC,36075,NA,NA,NA,NA,NA,NA
1999,362057,HARPERSFIELD T. S.,25399 NYS ROUTE 23,HARPERSFIELD,NY,13786,NOT AVAILABLE,(607) 652-5060,TRANSFER,OPEN,DELAWARE,36025,USA,42.4384959324414,-74.6799533065998,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF HARPERSFIELD,NOT AVAILABLE,13R39,in ARC,36025,36025990100,36025970100,36025970101,360259901001,360259701002,360259701012
2000,362056,HARMONY TRANSFER STATION,1001 BLOCKVILLE-WATTS FLATTS ROAD,WATTS FLATTS,NY,14710,NOT AVAILABLE,(716) 782-3430,TRANSFER,OPEN,CHAUTAUQUA,36013,USA,42.0446683545609,-79.4123329737877,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF HARMONY,NOT AVAILABLE,07R14,in ARC,36013,36013036800,36013036800,36013036802,360130368003,360130368003,360130368022
2001,362059,HARTWICK (T),103 TOWN DRIVE,HARTWICK,NY,13348,NOT AVAILABLE,(607) 729-8123,TRANSFER,CLOSED,OTSEGO,36077,USA,42.6591399793267,-75.0448053037218,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,1556755200000,IMAGERY/OTHER,1588032000000,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF HARTWICK,NOT AVAILABLE,39R,in ARC,36077,36077990200,36077590201,36077590201,360779902006,360775902012,360775902012
